internal_field,input_name,input_ruc,simple_name,calculated_ficha,panadata_ficha,panadata_ruc,panadata_nombre,ficha_match,name_match,ruc_match
,CROWBAR INC,155640453-2-2016 DV 38,crowbar,155640453,155640453,155640453-2-2016 DV 38,CROWBAR INC,True,True,True
